sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,weight,product_online,tax_class_name,visibility,price,special_price,url_key,brand,strain,sava_product_type,helps_with,daytime_nightime,cannabinoids,region,psychoactivity,cbd_thc_ratios,terpenes,dose,size,color,scent,flavor,qty,use_config_min_qty,is_qty_decimal,is_in_stock,stock_status,manage_stock,source_tracking_mode,configurable_variations,configurable_variation_labels,associated_skus,intro_text,short_description,description,ingredients,dosing,base_image,small_image,thumbnail_image,additional_images,internal_name,errors
1A9F10OHT9YFOX,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/CBD,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Inflammation,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Nerve pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/PMS,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Low",base,"CBD Wild Strawberries in Milk Chocolate",,1,,"Catalog, Search",21,,satori-cbd-wild-strawberries-in-milk-chocolate,Satori,CBD,Edibles,"Anxiety|Mood|Energy|Inflammation|Muscle pain|Nerve pain|Pain|PMS|Stress",Anytime,THC|CBD,,Low,10:1,,Low,,,,,16,1,,1,1,1,None,,,,"High-CBD low psychoactive edibles","<p>Each package of chocolate covered strawberries contains approximately 140 mg CBD and 14 mg THC</p>","<p>Each CBD-rich package contains wild strawberries in milk chocolate.</p>","<p>Milk Chocolate (Cane Sugar, Cacao Beans, Whole Milk Powder, Cocoa Butter, Non-fat Milk Powder, Soy Lecithin, Vanilla Beans, Natural Vanilla Flavor), Strawberries (Sugar, Fructose-Glucose Syrup, Lemon Juice Concentrate), Organic Strawberry Powder, Cocoa Powder, Confectioner’s Sugar, Tapioca Dextrin, Confectioner’s Glaze, Cannabis Oil<br>
Contains: Soy and Milk</p>","<p>Each package contains approximately 140 mg CBD - 14 mg THC. Approximately 16 servings per container. Exact doage will vary batch to batch.<br>
Serving Size: 3 pieces | Approximately 3.30 mg CBD - .33 mg THC per piece</p>",https://images.ctfassets.net/4a6u5f7bz40f/6QHnjh0mFuHGqY00NSyc0r/ae5495fa49b7154d4b97dbd93d71b0f4/Satori_BITES_TIN_CBD_Strawberry-Current-View.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6QHnjh0mFuHGqY00NSyc0r/ae5495fa49b7154d4b97dbd93d71b0f4/Satori_BITES_TIN_CBD_Strawberry-Current-View.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6QHnjh0mFuHGqY00NSyc0r/ae5495fa49b7154d4b97dbd93d71b0f4/Satori_BITES_TIN_CBD_Strawberry-Current-View.jpg,,"Satori - CBD Wild Strawberries in Milk Chocolate",
C0EF51GOP88Y8X,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Medium",base,"THC Highbush Blueberries in Dark Chocolate",,1,,"Catalog, Search",21,,satori-thc-highbush-blueberries-in-dark-chocolate,Satori,,Edibles,Sleep|Stress|Socializing,Anytime,THC,,Medium,,,Medium,,,,,20,1,,1,1,1,None,,,,"THC Infused TCHO chocolate covered blueberries.","<p>Satori Highbush Blueberries in Dark Chocolate are made with antioxidant-packed blueberries from third-generation Washington berry farmers.</p>","<p>Satori Highbush Blueberries in Dark Chocolate are made with antioxidant-packed blueberries from third-generation Washington berry farmers.</p>","<p>Dark Chocolate (Cacao Beans, Sugar, Cocoa Butter, Soy Lecithin, Vanilla Flavor), Blueberries (Dried Blueberries, Cane Sugar, Sunflower Oil), Organic Raspberry Powder, Cocoa Powder, Confectioner’s Sugar, Tapioca Dextrin, Confectioner’s Glaze, Cannabis Oil</p>","<p>Each package contains approximately 100 mg THC. Approximately 10 servings per container. Exact doage will vary batch to batch.<br>
Serving Size: 5 pieces | Approximately 1.87 mg THC per piece</p>",https://images.ctfassets.net/4a6u5f7bz40f/6AmeP26iYLGY3o3nTSQbyl/212bd282511c4612e92c3a06b79f6d7c/Satori_BITES_TIN_DK_BLUE-Current-View.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AmeP26iYLGY3o3nTSQbyl/212bd282511c4612e92c3a06b79f6d7c/Satori_BITES_TIN_DK_BLUE-Current-View.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AmeP26iYLGY3o3nTSQbyl/212bd282511c4612e92c3a06b79f6d7c/Satori_BITES_TIN_DK_BLUE-Current-View.jpg,,"Satori - THC Highbush Blueberries in Dark Chocolate",
S1DEPRO1,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Low",base,"Camino Tropical Punch Pride Gummies",,1,,Catalog,20,,kiva-camino-tropical-punch-gummies-pride,Kiva,,Edibles,Mood|Energy|Stress|Energizing|Socializing,Anytime,THC,,Low,,,,,,,,,1,,,,1,None,,,,"Celebrate Pride Month with this limited edition gummy.","<p>With a blend of energizing terpenes and sweet fruit and tropical flavors, these limited-edition gummies are designed to rally your spirits and help you stand Loud, Proud, and Unbowed.</p>","<p>In 2019, Camino Tropical Punch was pioneered by Kiva’s lead product developer to pay homage to her LGBTQ+ family and provide a uniquely exhilarating experience. With a blend of energizing terpenes and sweet fruit and tropical flavors, these limited-edition gummies are designed to rally your spirits and help you stand Loud, Proud, and Unbowed.</p>","<p>Tapioca Syrup, Sugar, Gelatin, Malic Acid, Mango Flavor WONF, Fruit &amp; Vegetable Juice for Color, Citric Acid, Cannabis Extract, Coconut Oil, Carnauba Wax, Corn Starch, Luster Dust (Annatto Seed Color, Mica Based Pearlescent Pigment), Terpenes</p>","<p>Approximately 5 mg THC per gummy | 100 mg THC per package. Exact doage will vary batch to batch.</p>",https://images.ctfassets.net/4a6u5f7bz40f/67sMQlPts4r8M2HKro46P8/5e7b46dbd5ba74988f8493052d253a30/Camino.CA.TP.Gummies.Tin.OnWhite.RGB.210310.jpg,https://images.ctfassets.net/4a6u5f7bz40f/67sMQlPts4r8M2HKro46P8/5e7b46dbd5ba74988f8493052d253a30/Camino.CA.TP.Gummies.Tin.OnWhite.RGB.210310.jpg,https://images.ctfassets.net/4a6u5f7bz40f/67sMQlPts4r8M2HKro46P8/5e7b46dbd5ba74988f8493052d253a30/Camino.CA.TP.Gummies.Tin.OnWhite.RGB.210310.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5aVGGLn8e9bgH9qvdChedb/9516092a0cba96f73b95ca29601e633a/Screen_Shot_2021-05-27_at_11.45.14_AM.png,"Kiva - Camino Tropical Punch Pride Gummies",
88FFBFS9ZJWWPZ,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/PMS,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Low",base,"THC California Raisins in Milk Chocolate",,1,,Catalog,20,,satori-thc-california-raisins-in-milk-chocolate,Satori,,Edibles,Anxiety|Pain|PMS|Stress|Socializing,Anytime,THC,,Low,,,Low,,,,,,1,,,,1,None,,,,"THC Infused TCHO chocolate-covered raisins","<p>Made with delicious California raisins. Each package contains approximately 100 mg THC.</p>","<p>Satori Raisins in Dark Chocolate are made with delicious California raisins.</p>","<p>Milk Chocolate (Cane Sugar, Cacao Beans, Whole Milk Powder, Cocoa Butter, Non-fat Milk Powder, Soy Lecithin, Vanilla Beans, Natural Vanilla Flavor), Raisins, Confectioner’s Sugar, Cocoa Powder, Confectioner’s Glaze, Tapioca Dextrin, Cannabis Oil</p>","<p>Each package contains approximately 100 mg THC. Approximately 10 servings per container. Exact doage will vary batch to batch.<br>
Serving Size: 16 pieces | Approximately .625 mg THC per piece</p>",https://images.ctfassets.net/4a6u5f7bz40f/6iDjAJ3bIsKhV0hIYjLRAJ/8a374507f39b44079fd9a96f0c54d217/satori-thc-cali-raisins-milk-chocolate-964.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6iDjAJ3bIsKhV0hIYjLRAJ/8a374507f39b44079fd9a96f0c54d217/satori-thc-cali-raisins-milk-chocolate-964.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6iDjAJ3bIsKhV0hIYjLRAJ/8a374507f39b44079fd9a96f0c54d217/satori-thc-cali-raisins-milk-chocolate-964.jpg,,"Satori - THC California Raisins in Milk Chocolate",
BCE13FVKYHUWEX,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/PMS,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Medium",base,"1:1 Potcorn",,1,,Catalog,9,,popup-potcorn-1-1-potcorn,,,Edibles,Pain|PMS|Stress|Socializing,Anytime,THC|CBD,Mendocino,Medium,1:1,,,,,,,,1,,,,1,None,,,,"Cannabis-infused microwave popcorn","<p>Each bag uses Sea Salt and sustainably sourced organic palm oil to give it a lightly salted buttery flavor and contains approximately 5 mg CBD and 5 mg THC.</p>","<p>Pop some harmony with our cannabis-infused microwave popcorn. Enjoy a bag of fresh and hot popcorn with a balanced dose of THC:CBD in every bite. Microwave bag contains 1 serving size. Gluten-free.<br>
Pop-Up Potcorn uses Sea Salt and sustainably sourced organic palm oil to give it a lightly salted buttery flavor. Pop-Up Potcorn uses mini size, single serving microwave popcorn bags which make around 5 cups of popcorn. Traditional size microwave popcorn bags make around 12 cups of popcorn.</p>","<p>Popcorn, organic palm fruit oil, sea salt, cannabis oil.
<strong>Cooking Instructions:</strong> Remove the popcorn bag from the exterior CR packaging before putting in the microwave to cook. The popcorn will cook on high for 1-2 minutes or once the kernels slow to 1-2 seconds per pop.</p>
<p><strong>*Note:</strong> Do NOT use the popcorn setting on the microwave. Microwave ovens that have a popcorn setting are calibrated for a standard size popcorn bag and will most certainly burn the mini-size bag and shouldn’t be used.</p>
<p><strong>Serving Method:</strong> Its best to empty the popcorn into a bowl in order to distribute the salt evenly. We like to hold the empty bag above the bowl with the opening facing down and rub the sides together to free the remaining salt from the bag.</p>
<p><strong>Storage:</strong> Potcorn is best stored in a cool, dark environment, away from direct sunlight. The oil inside the bag has a melting point in the high 90’s and will start to “stain” or “sweat” from the paper popcorn bag when sits melted for an extended period of time. If the bag does stain or sweat it is still okay to pop and consume.</p>","<p>1:1 – Approximately 5 mg CBD - 5 mg THC per Bag
*Final dosing may vary slightly batch to batch</p>
<p>Pop-Up Potcorn is formulated so that 1 serving equals 1 bag and contains 10mg of distillate. Consumers who are familiar with their dosing will be able to choose accordingly between our 3 formulations. For consumers who are not, we suggest starting with the CBD only or the 1:1 ratio bag.</p>",https://images.ctfassets.net/4a6u5f7bz40f/2ms5I4RBBSsmVwDHmQ0EZp/f0b751fa20c6f8a77cc98f4afa1201fa/pop-up-potcorn-1-1-seasalt-650.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2ms5I4RBBSsmVwDHmQ0EZp/f0b751fa20c6f8a77cc98f4afa1201fa/pop-up-potcorn-1-1-seasalt-650.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2ms5I4RBBSsmVwDHmQ0EZp/f0b751fa20c6f8a77cc98f4afa1201fa/pop-up-potcorn-1-1-seasalt-650.jpg,," - 1:1 Potcorn",
478318UWVFSNK6,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/CBD,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Inflammation,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/PMS,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Non-Psychoactive",base,"CBD Potcorn",,1,,Catalog,9,,popup-potcorn-cbd-potcorn,,CBD,Edibles,Mood|Energy|Inflammation|Pain|PMS|Stress,Anytime,CBD,Mendocino,Non-Psychoactive,"CBD Only",,,,,,,,1,,,,1,None,,,,"Cannabis-infused microwave popcorn","<p>Each bag uses Sea Salt and sustainably sourced organic palm oil to give it a lightly salted buttery flavor and contains approximately 20 mg CBD.</p>","<p>Pop some chill with our cannabis-infused microwave popcorn. Enjoy a bag of fresh and hot popcorn with a calming dose of CBD in every bite. Microwave bag contains 1 serving size. Gluten-free.<br>
Pop-Up Potcorn uses Sea Salt and sustainably sourced organic palm oil to give it a lightly salted buttery flavor. Pop-Up Potcorn uses mini size, single serving microwave popcorn bags which make around 5 cups of popcorn. Traditional size microwave popcorn bags make around 12 cups of popcorn.</p>","<p>Popcorn, organic palm fruit oil, sea-salt, cannabis oil.
<strong>Cooking Instructions:</strong> Remove the popcorn bag from the exterior CR packaging before putting in the microwave to cook. The popcorn will cook on high for 1-2 minutes or once the kernels slow to 1-2 seconds per pop.</p>
<p><strong>*Note:</strong> Do NOT use the popcorn setting on the microwave. Microwave ovens that have a popcorn setting are calibrated for a standard size popcorn bag and will most certainly burn the mini-size bag and shouldn’t be used.</p>
<p><strong>Serving Method:</strong> Its best to empty the popcorn into a bowl in order to distribute the salt evenly. We like to hold the empty bag above the bowl with the opening facing down and rub the sides together to free the remaining salt from the bag.</p>
<p><strong>Storage:</strong> Potcorn is best stored in a cool, dark environment, away from direct sunlight. The oil inside the bag has a melting point in the high 90’s and will start to “stain” or “sweat” from the paper popcorn bag when sits melted for an extended period of time. If the bag does stain or sweat it is still okay to pop and consume.</p>","<p>Approximately 20 mg CBD per Bag
*Final dosing may vary slightly batch to batch</p>
<p>Pop-Up Potcorn is formulated so that 1 serving equals 1 bag. Consumers who are familiar with their dosing will be able to choose accordingly between our 3 formulations. For consumers who are not, we suggest starting with the CBD only or the 1:1 ratio bag.</p>",https://images.ctfassets.net/4a6u5f7bz40f/koHteMPhRoZLtADg68PgB/decf468278b8dd64c7fdf177f7ed3d16/pop-up-potcorn-cbd-seasalt-648.jpg,https://images.ctfassets.net/4a6u5f7bz40f/koHteMPhRoZLtADg68PgB/decf468278b8dd64c7fdf177f7ed3d16/pop-up-potcorn-cbd-seasalt-648.jpg,https://images.ctfassets.net/4a6u5f7bz40f/koHteMPhRoZLtADg68PgB/decf468278b8dd64c7fdf177f7ed3d16/pop-up-potcorn-cbd-seasalt-648.jpg,," - CBD Potcorn",
8DD9C63OIWTBVV,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Medium",base,"THC Potcorn",,1,,Catalog,9,,popup-potcorn-thc-potcorn,,,Edibles,Stress|Creativity|Socializing,Anytime,THC,Mendocino,Medium,1:10,,,,,,,,1,,,,1,None,,,,"10:1 THC:CBD cannabis-infused microwave popcorn","<p>Each bag uses Sea Salt and sustainably sourced organic palm oil to give it a lightly salted buttery flavor and contains approximately 10 mg THC.</p>","<p>Pop some buzz with our cannabis-infused microwave popcorn. Enjoy a bag of fresh and hot popcorn with a euphoric dose of THC in every bite. Microwave bag contains 1 serving size. 10 mg THC and 1 mg CBD per bag. Gluten-free.<br>
Pop-Up Potcorn uses Sea Salt and sustainably sourced organic palm oil to give it a lightly salted buttery flavor. Pop-Up Potcorn uses mini size, single serving microwave popcorn bags which make around 5 cups of popcorn. Traditional size microwave popcorn bags make around 12 cups of popcorn.</p>","<p>Popcorn, organic palm fruit oil, sea salt, cannabis oil.
<strong>Cooking Instructions:</strong> Remove the popcorn bag from the exterior CR packaging before putting in the microwave to cook. The popcorn will cook on high for 1-2 minutes or once the kernels slow to 1-2 seconds per pop.</p>
<p><strong>*Note:</strong> Do NOT use the popcorn setting on the microwave. Microwave ovens that have a popcorn setting are calibrated for a standard size popcorn bag and will most certainly burn the mini-size bag and shouldn’t be used.</p>
<p><strong>Serving Method:</strong> Its best to empty the popcorn into a bowl in order to distribute the salt evenly. We like to hold the empty bag above the bowl with the opening facing down and rub the sides together to free the remaining salt from the bag.</p>
<p><strong>Storage:</strong> Potcorn is best stored in a cool, dark environment, away from direct sunlight. The oil inside the bag has a melting point in the high 90’s and will start to “stain” or “sweat” from the paper popcorn bag when sits melted for an extended period of time. If the bag does stain or sweat it is still okay to pop and consume.</p>","<p>Approximately 10 mg THC - &lt;2.0 mg CBD per Bag
*Final dosing may vary slightly batch to batch</p>
<p>Pop-Up Potcorn is formulated so that 1 serving equals 1 bag. Consumers who are familiar with their dosing will be able to choose accordingly between our 3 formulations. For consumers who are not, we suggest starting with the CBD only or the 1:1 ratio bag.</p>",https://images.ctfassets.net/4a6u5f7bz40f/4IzoyQcMQV6TTjkdyIUtuQ/f34b5b65da9a3ad0df671a66d70556da/PUP_MW_SinglePack-10_1_-_Robert_Arabian.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IzoyQcMQV6TTjkdyIUtuQ/f34b5b65da9a3ad0df671a66d70556da/PUP_MW_SinglePack-10_1_-_Robert_Arabian.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IzoyQcMQV6TTjkdyIUtuQ/f34b5b65da9a3ad0df671a66d70556da/PUP_MW_SinglePack-10_1_-_Robert_Arabian.jpg,," - THC Potcorn",
S463PRO2,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Terpenes/Lymonene,Shop/Explore/Terpenes/Caryophyllene,Shop/Explore/Terpenes/Ocimene,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Feeling/Nighttime",base,"Grape Venom x Banana Sundae Junior Live Rosin Infused Pre-Roll",,1,,"Catalog, Search",11,,doc-greens-grape-venom-junior-live-rosin-cone,"Doc Green's","Balanced Hybrid",Pre-Rolls,Mood|Sleep|Stress|Creativity,Nighttime,THC,,,,Lymonene|Caryophyllene|Ocimene,,,,,,68,1,,1,1,1,None,,,,"Infused with Banana Sundae Live Rosin. Relaxing and sedative effects.","<p>Grape Venom is a blend of Venom OG with Modified Grape. With creamy, sweet, and cinnamon tasting notes, this is best for end-of-day use..</p>","<ul>
<li>Local Motives Farms, Telos Farms - Grape Venom: blend of Venom OG with Modified Grape</li>
<li>Top Terps: Ocimene, β-Caryophyllene, δ-Limonene</li>
<li>Tasting notes: creamy, sweet, cinnamon</li>
<li>Effect notes: relaxing, sedative, creative</li>
</ul>
<hr>
<p><strong>Junior Live Rosin Infused Cones:</strong> Same high quality full flower + premium Live Rosin Infused Paper, half the size and minus the fancy box. Low price, high potency, superior experience. Doc's Junior Live Rosin Infused Cones feature 0.6 gram of high quality full flower in Doc Green's proprietary 36 mg premium Live Rosin Infused Paper. Always full flower- never shake nor trim.</p>",,"<p>29.406% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,,"Doc Green's - Grape Venom x Banana Sundae Junior Live Rosin Infused Pre-Roll",
SB58PRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Daytime",base,"Sour Diesel Sun Grown Flower",,1,,Catalog,30,,bloom-farms-sour-diesel-sun-grown-flower,"Bloom Farms",Sativa,Flower,Mood|Pain|Stress|Focus|Energizing,Daytime,THC,,,,,,,,,,,1,,,,1,None,,,,"An energizing sativa that is motivating and rejuvenating.","<p>“Sour D” is prized for its versatility of mind-body effects. Cerebral uplift is complemented by gentle body relaxation that won’t sedate.</p>","<p>This energizing sativa is named for its pungent aroma that carries notes of citrus and sharp diesel. Fresh lemon and lime accent iconic sour flavor that lingers through every puff. “Sour D” is prized for its versatility of mind-body effects. An immediately motivating and rejuvenating cerebral uplift is complemented by gentle body relaxation that won’t sedate.</p>","<p>Premium sun grown natural cannabis flower</p>","<p>22.56% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/JkfYHUnVotsakat6AgbTx/ce73d42a2feb9ebe9ba6b6caa332f747/Bloom_Farms_Generic_SungrownFlower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/JkfYHUnVotsakat6AgbTx/ce73d42a2feb9ebe9ba6b6caa332f747/Bloom_Farms_Generic_SungrownFlower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/JkfYHUnVotsakat6AgbTx/ce73d42a2feb9ebe9ba6b6caa332f747/Bloom_Farms_Generic_SungrownFlower.jpg,,"Bloom Farms - Sour Diesel Sun Grown Flower",
S4CBPRO1,,Concentrates,simple,"Shop/Products/Inhale/Pax Era Pods,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Indica,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Feeling/Nighttime",base,"Sunset OG Single Origin Pax Pod",,1,,Catalog,33,,bloom-farms-sunset-og-single-origin-pax-pod,"Bloom Farms",Indica,"Pax Era Pods|Vaping","Anxiety|Mood|Muscle pain|Pain",Nighttime,THC,,,,,,,,,,,1,,,,1,None,,,,"A potent and relaxing strain with sweet, tropical, and spicy notes.","<p>A suspected cross between Sunset Sherbet and OG Kush, Sunset OG remains true to its indica roots by offering powerful relief from physical tension with calming bodily effects and a warm, welcoming mental uplift.</p>","<p>Sunset OG is a suspected cross between the famed Sunset Sherbet and OG Kush. Blending sweet tropical notes from Sunset Sherbet and a strong, spicy taste from OG Kush, the resulting indica strain is a potent and relaxing terpene blend. Sunset OG remains true to its indica roots offering powerful relief from physical tension with calming bodily effects and an uplifting mood boost.</p>","<p>100% cannabis oil</p>",,https://images.ctfassets.net/4a6u5f7bz40f/1Bm0C4bFovHlDIaX4GF90i/00599dac862cd54b719535d086b8b1e8/bloom-farms-sunset-og-pod.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1Bm0C4bFovHlDIaX4GF90i/00599dac862cd54b719535d086b8b1e8/bloom-farms-sunset-og-pod.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1Bm0C4bFovHlDIaX4GF90i/00599dac862cd54b719535d086b8b1e8/bloom-farms-sunset-og-pod.jpg,,"Bloom Farms - Sunset OG Single Origin Pax Pod",
S00BPRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Feeling/Anytime",base,"Rainbow Sherbet Live Resin Cartridge",,1,,Catalog,28,,bloom-farms-rainbow-sherbet-live-resin-cartridge,"Bloom Farms","Balanced Hybrid",Vaping,Mood|Stress|Creativity|Focus,Anytime,THC,,,,,,,,,,,1,,,,1,None,,,,"Uplifted mood, enhanced focus and creativity shift into strong body effects.","<p>Skillful crossing of Champagne and Blackberry genetics creates this well-balanced hybrid known for exceptional flavor. Expect dual mind-body effects that hit the head first.</p>","<p>Skillful crossing of Champagne and Blackberry genetics creates this well-balanced hybrid known for exceptional flavor. Sugared berries, touches of mint and a subtle Champagne aroma announce dual mind-body effects that hit the head first. Uplifted mood, enhanced focus and freer creativity shift into strong body effects, an uncompromising state of relaxation from head to toe.
500 mg (.017 oz)</p>","<p>100% cannabis oil</p>","<p>74% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/1dXIfMj4E1fbAUaVrfTmu8/02a552e853b73940219d96258a8ac19f/Bloom-LR-500mg-RainbowSherbet.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1dXIfMj4E1fbAUaVrfTmu8/02a552e853b73940219d96258a8ac19f/Bloom-LR-500mg-RainbowSherbet.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1dXIfMj4E1fbAUaVrfTmu8/02a552e853b73940219d96258a8ac19f/Bloom-LR-500mg-RainbowSherbet.jpg,,"Bloom Farms - Rainbow Sherbet Live Resin Cartridge",
S4F1PRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime",base,"Koko Flower",,1,,Catalog,49,,pure-beauty-koko-flower,"Pure Beauty",Sativa,Flower,Mood|Energy|Focus|Energizing|Socializing,Daytime,,,,,,,,,,,,1,,,,1,None,,,,"A sociable and uplifting daytime strain for a functional effect.","<p>Koko delivers a very euphoric and uplifting high. This strain will get you where you want to be, and then some.</p>","<p>With a full bodied - while delicate - bud structure and a classic glue nose, Koko has the strength and delicacy of well, Koko. Delivering a very euphoric and uplifting high, this strain will get you where you want to be, and then some.</p>","<p>100% cannabis flower</p>","<p>22% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/5Xe8UCT947J5xaDx7GkaDd/98483288d98a33d00b0f396e2566b8de/PureBeauty_Flower_Koko_176.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5Xe8UCT947J5xaDx7GkaDd/98483288d98a33d00b0f396e2566b8de/PureBeauty_Flower_Koko_176.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5Xe8UCT947J5xaDx7GkaDd/98483288d98a33d00b0f396e2566b8de/PureBeauty_Flower_Koko_176.jpg,,"Pure Beauty - Koko Flower",
